,Id,SalePrice,Guess
202,1663,183778.44888032,363184192.0
203,1664,170935.85921771,406324992.0
204,1665,184468.908382254,335040288.0
205,1666,191569.089663229,382640896.0
206,1667,232991.025583822,433567104.0
207,1668,180980.721388278,338860320.0
208,1669,164279.13048219,332039936.0
209,1670,183859.460411109,359886080.0
210,1671,185922.465682076,354680352.0
211,1672,191742.778119363,403701664.0
212,1673,199954.072465842,353808544.0
213,1674,180690.274752587,318730368.0
214,1675,163099.3096358,299861440.0
215,1676,140791.922472443,289399424.0
216,1677,166481.86647592,319558336.0
217,1678,172080.434496773,405617184.0
218,1679,191719.161659178,388737632.0
219,1680,160741.098612515,324060256.0
220,1681,157829.546854733,293595136.0
221,1682,196896.748596341,375268480.0
222,1683,159675.423990355,273819008.0
223,1684,182084.790901946,308908416.0
224,1685,179233.926374487,298416960.0
225,1686,155774.270901623,264705552.0
226,1687,181354.326716058,294429248.0
227,1688,179605.563663918,298823616.0
228,1689,181609.34866147,309810048.0
229,1690,178221.531623281,304858816.0
230,1691,175559.920735795,293819296.0
231,1692,200328.822792041,342755072.0
232,1693,178630.060559899,297943968.0
233,1694,177174.535221728,302717568.0
234,1695,172515.687368714,285723200.0
235,1696,204032.992922943,374794976.0
236,1697,176023.232787689,286330528.0
237,1698,202202.073341595,373449600.0
238,1699,181734.480075862,344208384.0
239,1700,183982.158993126,327884992.0
240,1701,188007.94241481,345182944.0
241,1702,185922.966763517,331432704.0
242,1703,183978.544874918,322851264.0
243,1704,177199.618638821,338200448.0
244,1705,181878.647956764,311097152.0
245,1706,173622.088728263,383096384.0
246,1707,180728.168562655,300895456.0
247,1708,176477.026606328,303849728.0
248,1709,184282.266697609,333402112.0
249,1710,162062.47538448,298865760.0
250,1711,182550.070992189,326383296.0
251,1712,180987.949624695,317501408.0
252,1713,178173.79762147,339866240.0
253,1714,179980.635948606,317554624.0
254,1715,173257.637826205,303278272.0
255,1716,177271.291059307,301878912.0
256,1717,175338.355442312,286745472.0
257,1718,177548.140549508,133011200.0
258,1719,175969.91662932,318738944.0
259,1720,175011.481953462,323005120.0
260,1721,185199.372568143,317644608.0
261,1722,188514.050228937,164284128.0
262,1723,185080.145268797,322022080.0
263,1724,157304.402574096,298850368.0
264,1725,194260.859481297,337629248.0
265,1726,181262.329995106,298931712.0
266,1727,157003.292706732,289802112.0
267,1728,182924.499359899,300223840.0
268,1729,181902.586375439,304153824.0
269,1730,188985.371708134,296244032.0
270,1731,185290.904495068,289166208.0
271,1732,177304.425752748,286464544.0
272,1733,166274.900490809,288441280.0
273,1734,177807.420530107,292418880.0
274,1735,180330.624816201,280235520.0
275,1736,179069.112234629,271360640.0
276,1737,175943.371816948,382507456.0
277,1738,185199.050609653,330935200.0
278,1739,167350.910824524,317138880.0
279,1740,149315.311876449,289311840.0
280,1741,139010.847766793,282872064.0
281,1742,155412.151845447,271230592.0
282,1743,171308.313985441,272794432.0
283,1744,176220.543265638,359310272.0
284,1745,177643.434991809,354977824.0
285,1746,187222.653264601,324984992.0
286,1747,185635.132083154,340332000.0
287,1748,206492.534215854,338742080.0
288,1749,181681.021081956,303906624.0
289,1750,180500.198072685,303153984.0
290,1751,206486.17086841,352791616.0
291,1752,161334.301195429,275227168.0
292,1753,176156.558313965,310779712.0
293,1754,191642.223478994,327331968.0
294,1755,191945.808027777,351035136.0
295,1756,164146.306037354,279278272.0
296,1757,179883.057071096,277690240.0
297,1758,178071.137668844,308622656.0
298,1759,188241.637896875,337842272.0
299,1760,174559.656173171,303754752.0
300,1761,182347.363042264,315762464.0
301,1762,191507.251872857,317010336.0
302,1763,199751.865597358,322681984.0
303,1764,162106.416145131,287469472.0
304,1765,164575.982314367,330124032.0
305,1766,179176.352180931,325685312.0
306,1767,177327.403857584,355871008.0
307,1768,177818.083761781,297009664.0
308,1769,186965.204048443,322019008.0
309,1770,178762.742169197,292425664.0
310,1771,183322.866146283,294642496.0
311,1772,178903.295931891,298893696.0
312,1773,186570.129421778,301441216.0
313,1774,199144.242829024,321082784.0
314,1775,172154.713310956,285687808.0
315,1776,177444.019201603,310271392.0
316,1777,166200.938073485,278332608.0
317,1778,158995.770555632,286040224.0
318,1779,168273.282454755,283892352.0
319,1780,189680.453052788,315140448.0
320,1781,181681.021081956,297901376.0
321,1782,160277.142643643,255931104.0
322,1783,197318.54715833,300803008.0
323,1784,162228.935604196,272111616.0
324,1785,187340.455456083,295262816.0
325,1786,181065.347037275,308242816.0
326,1787,190233.609102705,292647424.0
327,1788,157929.594852031,96472472.0
328,1789,168557.001935469,288965728.0
329,1790,160805.584645628,282241760.0
330,1791,221648.391978216,336608640.0
331,1792,180539.88079815,310467072.0
332,1793,182105.616283853,310505344.0
333,1794,166380.852603154,284424256.0
334,1795,178942.155617426,301773056.0
335,1796,162804.747800461,279780544.0
336,1797,183077.684392615,290747456.0
337,1798,171728.4720292,275775488.0
338,1799,164786.741540638,268814656.0
339,1800,177427.267170302,282499744.0
340,1801,197318.54715833,304610848.0
341,1802,178658.114178223,285162752.0
342,1803,185437.320523764,297135808.0
343,1804,169759.652489529,291726240.0
344,1805,173986.635055186,288111360.0
345,1806,168607.664289468,261449440.0
346,1807,194138.519145183,318670432.0
347,1808,192502.440921994,323728512.0
348,1809,176746.969818601,147111040.0
349,1810,177604.891703134,283463680.0
350,1811,193283.746584832,140738960.0
351,1812,181627.061006609,150845360.0
352,1813,169071.62025834,275422080.0
353,1814,167398.006470987,265924880.0
354,1815,150106.505141704,244939328.0
355,1816,159650.304285848,271127392.0
356,1817,179471.23597476,299924416.0
357,1818,177109.589956218,304291232.0
358,1819,166558.113328453,253356224.0
359,1820,153796.714319583,92533032.0
360,1821,174520.152570658,261758912.0
361,1822,196297.95829524,300148960.0
362,1823,169100.681601175,122632200.0
363,1824,176911.319164431,279072640.0
364,1825,169234.6454828,271336128.0
365,1826,172386.297919134,264486016.0
366,1827,156031.904802362,264030656.0
367,1828,168202.892306596,282618496.0
368,1829,166505.984017547,290781664.0
369,1830,176507.37022149,298473472.0
370,1831,180116.752553161,305215488.0
371,1832,183072.740591406,134277920.0
372,1833,189595.964677698,296448128.0
373,1834,167523.919076265,268121088.0
374,1835,210817.775863413,141722368.0
375,1836,172942.930813351,280127456.0
376,1837,145286.278144089,115477816.0
377,1838,176468.653371492,297304064.0
378,1839,159040.069562187,243098608.0
379,1840,178518.204332507,164615808.0
380,1841,169163.980786825,309981728.0
381,1842,189786.685274579,283758880.0
382,1843,181246.728523853,310297952.0
383,1844,176349.927153587,280353664.0
384,1845,205266.631009142,331576032.0
385,1846,187397.993362224,333470848.0
386,1847,208943.427726113,350499328.0
387,1848,165014.532907657,114322624.0
388,1849,182492.037566236,326133376.0
389,1850,161718.71259042,292334528.0
390,1851,180084.118941162,301548224.0
391,1852,178534.950802179,279666272.0
392,1853,151217.259961305,267525792.0
393,1854,156342.717587562,304623584.0
394,1855,188511.443835239,351654784.0
395,1856,183570.337896789,326530176.0
396,1857,225810.160292177,404503680.0
397,1858,214217.401131694,299472352.0
398,1859,187665.64101603,279424736.0
399,1860,161157.177744039,295387360.0
400,1861,187643.992594193,278729664.0
401,1862,228156.372839158,363452992.0
402,1863,220449.534665317,341759872.0
403,1864,220522.352084222,341963264.0
404,1865,156647.763531624,339357376.0
405,1866,187388.833374873,341248576.0
406,1867,178640.723791573,310660736.0
407,1868,180847.216739049,350440000.0
408,1869,159505.170529478,298198784.0
409,1870,164305.538020654,317537472.0
410,1871,180181.19673723,325644416.0
411,1872,184602.734989972,312056128.0
412,1873,193440.372174434,365164096.0
413,1874,184199.788209911,299765920.0
414,1875,196241.892907637,349564992.0
415,1876,175588.618271096,312723264.0
416,1877,179503.046546829,329197952.0
417,1878,183658.076582555,321674656.0
418,1879,193700.976276404,332552128.0
419,1880,165399.62450704,278778688.0
420,1881,186847.944787446,343270176.0
421,1882,198127.73287817,341642432.0
422,1883,183320.898107934,305356608.0
423,1884,181613.606696657,325054016.0
424,1885,178298.791761954,360266432.0
425,1886,185733.534000593,356772544.0
426,1887,180008.188485489,315210688.0
427,1888,175127.59621604,336730496.0
428,1889,183467.176862723,307250656.0
429,1890,182705.546021743,304046144.0
430,1891,152324.943593181,262420144.0
431,1892,169878.515981342,267678400.0
432,1893,183735.975076576,315936384.0
433,1894,224118.280105941,171375200.0
434,1895,169355.202465146,322613312.0
435,1896,180054.276407441,288170496.0
436,1897,174081.601977368,279868256.0
437,1898,168494.985022146,263573168.0
438,1899,181871.598843299,283599776.0
439,1900,173554.489658383,271506880.0
440,1901,169805.382165577,331566016.0
441,1902,176192.990728755,336443488.0
442,1903,204264.39284654,318827392.0
443,1904,169630.906956928,290051008.0
444,1905,185724.838807268,332582912.0
445,1906,195699.036281861,339685568.0
446,1907,189494.276162169,371949152.0
447,1908,149607.905673439,241908512.0
448,1909,154650.199045978,252423152.0
449,1910,151579.558140433,246691344.0
450,1911,185147.380531144,331680288.0
451,1912,196314.53120359,392192800.0
452,1913,210802.395364155,307966944.0
453,1914,166271.2863726,272278976.0
454,1915,154865.359142973,300527424.0
455,1916,173575.5052865,349514624.0
456,1917,179399.563554274,329179104.0
457,1918,164280.776562049,294868608.0
458,1919,171247.48948121,305294944.0
459,1920,166878.587182445,323722880.0
460,1921,188129.459710994,376263744.0
461,1922,183517.34369691,359030688.0
462,1923,175522.026925727,312745760.0
463,1924,190060.105331152,349134912.0
464,1925,174179.824771856,316674368.0
465,1926,171059.523675194,367205376.0
466,1927,183004.186769318,311244672.0
467,1928,183601.647387418,330674688.0
468,1929,163539.327185998,279043104.0
469,1930,164677.676391525,273874688.0
470,1931,162395.073865424,283996672.0
471,1932,182207.6323195,302623168.0
472,1933,192223.939790304,315785248.0
473,1934,176391.829390125,308495200.0
474,1935,181913.179121348,296288288.0
475,1936,179136.097888261,314982112.0
476,1937,196595.568243212,339993216.0
477,1938,194822.365690957,336663744.0
478,1939,148356.669440918,305598464.0
479,1940,160387.604263899,276613888.0
480,1941,181276.500571809,317068704.0
481,1942,192474.817899346,338003968.0
482,1943,157699.907796437,286619424.0
483,1944,215785.540813051,359213088.0
484,1945,181824.300998793,374902464.0
485,1946,221813.00948166,439630592.0
486,1947,165281.292597397,322868032.0
487,1948,255629.49047034,551360128.0
488,1949,173154.590990955,345649120.0
489,1950,183884.65246539,315578368.0
490,1951,200210.353608489,396842336.0
491,1952,186599.221265342,357910144.0
492,1953,192718.532696106,326463552.0
493,1954,178628.665952764,321088512.0
494,1955,180650.342418406,297047072.0
495,1956,206003.107947263,373987136.0
496,1957,166457.67844853,311538400.0
497,1958,202916.221653487,369411872.0
498,1959,192463.969983091,306590208.0
499,1960,171775.497189898,292280064.0
500,1961,175249.222149411,274503648.0
501,1962,147086.59893993,244693632.0
502,1963,149709.672100371,247926944.0
503,1964,171411.404533743,252254512.0
504,1965,178188.964799425,261191104.0
505,1966,156491.711373235,256119008.0
506,1967,180953.241201168,345771008.0
507,1968,203909.759061135,392097600.0
508,1969,175470.149087545,373054400.0
509,1970,205578.333622415,387543552.0
510,1971,199428.857699441,379483840.0
511,1972,187599.163869476,362794432.0
512,1973,192265.198109864,318892416.0
513,1974,196666.554897677,345126016.0
514,1975,155537.862252682,391304768.0
515,1976,169543.240620935,335699424.0
516,1977,202487.010170501,396412736.0
517,1978,208232.716273485,388311104.0
518,1979,173621.195202569,334728000.0
519,1980,172414.608571812,322427072.0
520,1981,164400.75641556,331753920.0
521,1982,160480.424024781,295991552.0
522,1983,156060.853810389,287205088.0
523,1984,157437.192820581,266302672.0
524,1985,158163.720929772,290528224.0
525,1986,154849.043268978,293434624.0
526,1987,152186.609341561,268116464.0
527,1988,180340.215399228,300266624.0
528,1989,178344.62451356,300285504.0
529,1990,190170.382266827,310307264.0
530,1991,168092.975480832,302592960.0
531,1992,178757.912566805,313693152.0
532,1993,174518.256882082,288892352.0
533,1994,198168.490116289,351882432.0
534,1995,176882.693978902,300638784.0
535,1996,183801.672896251,329153312.0
536,1997,196400.046680661,339152288.0
537,1998,172281.605004025,362439968.0
538,1999,196380.366297173,339016224.0
539,2000,198228.354306682,350235232.0
540,2001,195556.581268962,331115008.0
541,2002,186453.264469043,347859776.0
542,2003,181869.381196234,323025920.0
543,2004,175610.840124147,323960512.0
544,2005,183438.730800145,319768064.0
545,2006,179584.488673295,302662464.0
546,2007,182386.152242034,325545728.0
547,2008,160750.367237054,299256640.0
548,2009,182477.505046008,312655968.0
549,2010,187720.359207171,326888576.0
550,2011,187201.942081511,167387424.0
551,2012,176385.102235149,297122240.0
552,2013,175901.787841278,301755776.0
553,2014,182584.280198283,307567296.0
554,2015,195664.686104237,329137376.0
555,2016,181420.346494222,306380992.0
556,2017,176676.04995228,305398976.0
557,2018,181594.678867334,282848224.0
558,2019,178521.747964951,282487488.0
559,2020,175895.883726231,285755520.0
560,2021,168468.005916477,264998208.0
561,2022,200973.129447888,375122592.0
562,2023,197030.641992202,314672384.0
563,2024,192867.417844592,341684544.0
564,2025,196449.247639381,364014144.0
565,2026,141684.196398607,267415952.0
566,2027,153353.334123901,260748128.0
567,2028,151143.549016705,263423536.0
568,2029,163753.087114229,268651712.0
569,2030,158682.460013921,300584576.0
570,2031,144959.835250915,287108608.0
571,2032,160144.390548579,289872192.0
572,2033,156286.534303521,295398400.0
573,2034,165726.707619571,264597600.0
574,2035,182427.481047359,324572800.0
575,2036,173310.56154032,275204288.0
576,2037,173310.56154032,278677312.0
577,2038,151556.01403002,301083680.0
578,2039,158908.146068683,314359744.0
579,2040,209834.383092536,437338112.0
580,2041,192410.516550815,363841056.0
581,2042,174026.247294886,301544320.0
582,2043,195499.830115336,322699456.0
583,2044,200918.018812493,329502592.0
584,2045,207243.616023976,350904192.0
585,2046,196149.783851876,313246016.0
586,2047,192097.914850217,300438208.0
587,2048,178570.948923671,281766016.0
588,2049,228617.968325428,326821824.0
589,2050,199929.884438451,331563392.0
590,2051,160206.365612859,267161632.0
591,2052,179854.431885567,294634496.0
592,2053,185987.340461822,307473792.0
593,2054,161122.505607926,248557456.0
594,2055,175949.342720138,311974976.0
595,2056,183683.590595324,292532352.0
596,2057,176401.34762338,282115424.0
597,2058,205832.532527897,351739328.0
598,2059,177799.799849436,296364992.0
599,2060,167565.362080406,316271872.0
600,2061,186348.958436557,339084288.0
601,2062,179782.759465081,303891296.0
602,2063,169837.623333323,293021824.0
603,2064,178817.275675758,299166048.0
604,2065,174444.479149339,310110848.0
605,2066,192834.968917174,329109440.0
606,2067,196564.717984981,294387200.0
607,2068,206977.567039357,335626240.0
608,2069,157054.253944128,275746304.0
609,2070,175142.948078577,274088032.0
610,2071,159932.1643654,254055568.0
611,2072,182801.408333628,310605312.0
612,2073,181510.375176825,299014752.0
613,2074,181613.035129451,284089536.0
614,2075,186920.512597635,317542528.0
615,2076,157950.170625222,275064384.0
616,2077,176115.159022876,293221568.0
617,2078,182744.514344465,284650432.0
618,2079,180660.683691591,290726272.0
619,2080,160775.629777099,267020816.0
620,2081,186711.715848082,284863840.0
621,2082,223581.758190888,162332304.0
622,2083,172330.943236652,290610592.0
623,2084,163474.633393212,266369328.0
624,2085,175308.263299874,280443776.0
625,2086,187462.725306432,290137984.0
626,2087,180655.101535034,290868736.0
627,2088,152121.98603454,262359824.0
628,2089,159856.233909727,246043856.0
629,2090,186559.854936737,272915392.0
630,2091,183962.550959411,159605808.0
631,2092,162107.168699296,292264128.0
632,2093,162582.288981283,293082784.0
633,2094,154407.701597409,113806120.0
634,2095,181625.666399474,310037600.0
635,2096,164810.609473548,259574352.0
636,2097,176429.401241704,114999968.0
637,2098,179188.089925259,302116064.0
638,2099,145997.635377703,250699360.0
639,2100,218676.768270367,164233024.0
640,2101,188323.861214226,298458368.0
641,2102,168690.0722914,269700544.0
642,2103,165088.746797705,278017600.0
643,2104,191435.007885166,323464320.0
644,2105,168864.404664512,127437528.0
645,2106,176041.882371574,293326400.0
646,2107,215911.674390325,337531936.0
647,2108,167388.238629016,289663872.0
648,2109,163854.786753017,282652480.0
649,2110,163299.477980171,283716384.0
650,2111,178298.214633119,288002432.0
651,2112,176376.586164775,292455808.0
652,2113,170211.043976522,267460016.0
653,2114,170818.344786366,263196800.0
654,2115,174388.867432503,287711808.0
655,2116,161112.987374671,262204128.0
656,2117,172179.082325307,285225696.0
657,2118,157798.309713876,272978208.0
658,2119,169106.151422924,257683808.0
659,2120,170129.531364292,262855392.0
660,2121,157680.227412949,251768336.0
661,2122,162690.209131977,271457120.0
662,2123,146968.379365095,248386976.0
663,2124,181507.721372455,296743424.0
664,2125,191215.589752983,295848192.0
665,2126,189432.689844522,304668768.0
666,2127,207271.484957719,156668960.0
667,2128,170030.807488363,267062864.0
668,2129,148409.806476335,257242464.0
669,2130,193850.613979055,305673664.0
670,2131,193808.319298263,282598976.0
671,2132,166300.235380627,297598208.0
672,2133,163474.633393212,277693344.0
673,2134,177473.606564978,278659840.0
674,2135,157443.925537187,282637696.0
675,2136,180681.007992057,145649344.0
676,2137,183463.17030026,288059264.0
677,2138,182481.763081195,309689024.0
678,2139,193717.15117887,317677280.0
679,2140,182782.55099007,296261952.0
680,2141,175530.651633287,278827168.0
681,2142,177804.057884623,295367040.0
682,2143,159448.670848577,283436128.0
683,2144,181338.976717529,323240864.0
684,2145,178553.558537021,291077696.0
685,2146,162820.928264556,328673536.0
686,2147,188832.479997186,323835680.0
687,2148,164682.185899437,290257088.0
688,2149,181549.735943801,297605056.0
689,2150,199158.097008868,381668480.0
690,2151,152889.520990566,257860720.0
691,2152,181150.551679116,230097600.0
692,2153,181416.732376013,317083328.0
693,2154,164391.238182305,139455200.0
694,2155,185421.046498812,292476544.0
695,2156,193981.327550004,350574944.0
696,2157,178824.324789223,331418688.0
697,2158,209270.051606246,351063168.0
698,2159,177801.266806344,322030880.0
699,2160,179053.762236101,303910944.0
700,2161,178762.170601992,316969120.0
701,2162,184655.300458183,381962560.0
702,2163,191284.655779772,348890176.0
703,2164,179598.085818785,330001312.0
704,2165,167517.628078595,322227360.0
705,2166,182873.903794044,299779264.0
706,2167,177484.91371363,316889472.0
707,2168,188444.597319524,337871296.0
708,2169,179184.153848562,308540416.0
709,2170,184365.175780982,310160704.0
710,2171,184479.322005212,317610688.0
711,2172,182927.863869391,294309824.0
712,2173,178611.639373646,333612832.0
713,2174,181943.343613558,331582688.0
714,2175,175080.614768394,335588480.0
715,2176,190720.794649138,369544448.0
716,2177,198422.868144723,337601152.0
717,2178,184482.11308349,323710048.0
718,2179,139214.952187861,264447696.0
719,2180,169233.113601757,344635968.0
720,2181,180664.118686848,310781248.0
721,2182,178818.742632666,325056384.0
722,2183,180422.049969947,307558656.0
723,2184,178601.93645581,299507360.0
724,2185,183083.159775993,304213696.0
725,2186,173163.101499699,289410656.0
726,2187,185968.161159774,297380032.0
727,2188,171226.050683054,285283072.0
728,2189,281643.976116786,595914368.0
729,2190,160031.711281258,110874840.0
730,2191,162775.979779394,115765992.0
731,2192,160735.445970193,121148288.0
732,2193,166646.109048572,149582368.0
733,2194,188384.548444549,122386632.0
734,2195,165830.697255197,274891264.0
735,2196,182138.358533039,275312064.0
736,2197,171595.397975647,268467872.0
737,2198,160337.079183809,285319968.0
738,2199,191215.088671543,302197408.0
739,2200,166956.093232213,294601088.0
740,2201,186581.830878692,326695264.0
741,2202,176450.548582099,287713184.0
742,2203,193743.194909801,303646528.0
743,2204,198882.566078408,327779488.0
744,2205,176385.102235149,291691776.0
745,2206,162447.639333636,285843392.0
746,2207,193782.555676777,309480576.0
747,2208,183653.890897141,340672544.0
748,2209,210578.623546866,436052128.0
749,2210,158527.164107319,247134768.0
750,2211,163081.025723456,269194240.0
751,2212,174388.867432503,264081072.0
752,2213,191905.870131966,132238512.0
753,2214,174388.867432503,284057504.0
754,2215,161642.711648983,265501888.0
755,2216,186939.507215101,314258944.0
756,2217,172482.165792649,299668160.0
757,2218,159695.999763546,257245568.0
758,2219,157230.369671007,251296384.0
759,2220,179188.089925259,271534208.0
760,2221,157972.82120994,300781760.0
761,2222,156804.951429181,300849344.0
762,2223,211491.972463654,424088576.0
763,2224,186537.246201062,322670336.0
764,2225,200468.161070551,306400512.0
765,2226,182241.340444154,334357056.0
766,2227,157342.225898399,286994016.0
767,2228,182022.387105998,336590912.0
768,2229,181244.510876788,339447872.0
769,2230,178556.671573788,298298976.0
770,2231,189547.199876284,321795648.0
771,2232,187948.65165563,329698368.0
772,2233,194107.287565956,362763040.0
773,2234,183521.710369283,329445632.0
774,2235,183682.123638416,320787968.0
775,2236,178483.353073443,343984320.0
